keyword,search_volume,position,etv,cpc,competition,intent,url,serp_features
gregson lane fc,170,7,4.35,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/gregson-lane-jfc,organic related_searches knowledge_graph google_reviews images
gt united,170,7,4.35,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/gt-united-summer-tournament-july-5-2026,organic images short_videos related_searches knowledge_graph google_reviews
hemel aces,170,8,4.35,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/hemel-aces-fc,organic people_also_ask related_searches google_reviews knowledge_graph images
lea hall fc,170,7,4.35,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/lea-hall,organic people_also_ask related_searches knowledge_graph google_reviews images
longhorn youth league,170,8,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/carlisle-glass-longhorn-youth-league,organic ai_overview related_searches images
norfolk combined league,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/norfolk-combined-youth-football-league,organic people_also_ask related_searches
northampton youth league,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/northampton-and-district-youth-alliance-league,organic related_searches
norton canes football club,170,9,4.35,,0,informational,https://www.juniorgrassrootshub.com/tournaments/norton-canes-football-tournament-july-19-2026,organic ai_overview people_also_ask images related_searches
paisley and johnstone district youth football league,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
randlay colts,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/randlay-colts,organic people_also_ask related_searches knowledge_graph google_reviews images
shenley football club,170,7,4.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/shenley-fc,organic related_searches knowledge_graph google_reviews third_party_reviews images
timperley & district junior football league,170,8,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/timperley-and-district-junior-football-league,organic ai_overview related_searches images
tingewick f.c,170,7,4.35,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/tingewick-fc,organic people_also_ask related_searches knowledge_graph google_reviews
tingewick fc,170,7,4.35,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/tingewick-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
trimley red devils,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/trimley-red-devils-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
twickenham tigers fc,170,8,4.35,,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/clubs/twickenham-tigers,organic people_also_ask related_searches knowledge_graph google_reviews images
u13 football match length,170,9,4.35,,0,informational,https://www.juniorgrassrootshub.com/age-group-rules/u14,ai_overview organic people_also_ask related_searches images
upminster park rovers,170,7,4.35,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/upminster-park-rovers,organic people_also_ask related_searches knowledge_graph google_reviews images
west herts youth league 25 26,170,8,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/west-herts-youth-league,organic ai_overview related_searches
winkleigh football club,170,11,4.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/winkleigh-youth,organic local_pack people_also_ask related_searches images
woodkirk valley fc,170,7,4.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/woodkirk-valley-fc,organic related_searches knowledge_graph google_reviews images
woodkirk valley football club,170,7,4.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/woodkirk-valley-fc,organic related_searches knowledge_graph google_reviews images
yeovil mini league,170,7,4.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/yeovil-minisoccer-league,organic related_searches images
blackpool football academy,170,13,3.35,2.3899998664855957,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/academies/blackpool-youth-academy,organic ai_overview people_also_ask local_pack related_searches images
blyth rangers,170,9,3.35,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/blyth-rangers,organic related_searches knowledge_graph google_reviews images
bury junior football league,170,8,3.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-bury-junior-football-league,organic related_searches
central park allstars fc,170,9,3.35,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/central-park-allstars-girls,organic ai_overview related_searches images
colchester and district,170,8,3.35,,0,navigational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic related_searches
colchester youth football league,170,9,3.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/colchester-and-district-youth-league,organic ai_overview related_searches
crowborough junior football league,170,8,3.35,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic related_searches images
dundee united academy,170,11,3.35,,0,informational,https://www.juniorgrassrootshub.com/academies/dundee-united-youth-academy,organic ai_overview twitter people_also_ask related_searches images
fulledge colts,170,11,3.35,,0,informational,https://www.juniorgrassrootshub.com/clubs/fulledge-colts,organic images video related_searches
gregson lane junior football club,170,13,3.35,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/gregson-lane-jfc,organic find_results_on local_pack related_searches images
halse united,170,9,3.35,,0,navigational,https://www.juniorgrassrootshub.com/clubs/halse-united,organic related_searches knowledge_graph google_reviews third_party_reviews images
henfield fc,170,9,3.35,0.2199999988079071,0,informational,https://www.juniorgrassrootshub.com/clubs/henfield-fc,organic related_searches images
langton green fc,170,8,3.35,0.6899999976158142,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/langton-green,organic people_also_ask related_searches google_reviews knowledge_graph images
cat 3 football academy list,140,2,42.56,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 football academies list,140,2,42.56,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 football academy list,140,2,42.56,,0,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask related_searches images
power play football,140,4,22.68,0.949999988079071,0.03999999910593033,informational,https://www.juniorgrassrootshub.com/news/fa-power-play-rule-junior-grassroots-football,ai_overview organic people_also_ask video related_searches images
burntwood dragons,140,3,13.62,,0,informational,https://www.juniorgrassrootshub.com/tournaments/burntwood-dragons-and-phoenix-30-year-anniversary-festival-of-football-2026,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
glasgow cup 2026,140,3,13.62,,0,informational,https://www.juniorgrassrootshub.com/tournaments/glasgow-city-cup-2026-international-youth-tournament-2026,organic related_searches images
park farm rangers,140,4,13.62,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/park-farm-rangers,organic people_also_ask related_searches google_reviews knowledge_graph
bedfordshire youth league,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/bedfordshire-youth-saturday-league,organic related_searches
beds youth league,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/bedfordshire-youth-saturday-league,organic people_also_ask related_searches
cotswold youth league,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/cotswold-youth-league,organic people_also_ask images related_searches
glasgow and district youth league,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic related_searches
hackney marshes saturday youth football league,140,4,9.23,1.5099999904632568,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/leagues/hackney-marshes-saturday-youth-football-league,organic people_also_ask related_searches
holly lane united,140,4,9.23,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/tournaments/holly-lane-united-tournament-2026,organic people_also_ask related_searches knowledge_graph google_reviews images
lisnaskea rovers,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/clubs/lisnaskea-rovers-a-u12-bkyl,organic related_searches images
midsomer norton youth league,140,5,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/midsomer-norton-and-district-youth-football-league,organic ai_overview related_searches
parkwyddn jfc junior football club,140,4,9.23,,0.03999999910593033,navigational,https://www.juniorgrassrootshub.com/clubs/parkwyddn,organic related_searches knowledge_graph google_reviews third_party_reviews
watford friendly league u12,140,4,9.23,,0,informational,https://www.juniorgrassrootshub.com/leagues/watford-friendly-league,organic people_also_ask related_searches
ballywalter rec,140,6,6.57,,0,navigational,https://www.juniorgrassrootshub.com/clubs/ballywalter-rec,organic video related_searches knowledge_graph google_reviews images
barnsley and district junior football league,140,6,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/barnsley-and-district-junior-league,organic ai_overview related_searches
barrow junior football league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/barrow-and-district-junior-league,organic related_searches
brampton united jfc,140,5,6.57,,0.029999999329447746,informational,https://www.juniorgrassrootshub.com/clubs/brampton-united-jfc,organic related_searches knowledge_graph google_reviews images
brymbo lodge youth football club,140,7,6.57,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/brymbo-lodge-youth-football-club,local_pack organic related_searches google_reviews images
chiltern football league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-youth-football-league,organic people_also_ask related_searches
cottage farm rangers,140,5,6.57,,0,navigational,https://www.juniorgrassrootshub.com/clubs/cottage-farm-rangers,organic people_also_ask related_searches google_reviews knowledge_graph third_party_reviews images
derry and district youth league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/derry-and-district-youth-football-association,organic related_searches images
eastham and district league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/eastham-and-district-junior-football-league,organic related_searches
echo league u14,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches
glasgow youth league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/glasgow-and-district-youth-football-league,organic related_searches images
harold wood cougars,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/clubs/harold-wood-cougars-y,organic related_searches images
merseyside and halewood junior football league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/merseyside-and-halewood-jfl,organic people_also_ask related_searches
merseyside and halewood league,140,5,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/merseyside-and-halewood-jfl,organic related_searches
new durham afc,140,5,6.57,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/new-durham-afc,organic people_also_ask related_searches google_reviews knowledge_graph images
parkdale fc,140,5,6.57,,0,navigational,https://www.juniorgrassrootshub.com/clubs/parkdale-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
salford fa,140,6,6.57,,0,navigational,https://www.juniorgrassrootshub.com/leagues/salford-and-districts-football-league,organic people_also_ask related_searches
stretford victoria junior football club,140,5,6.57,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/stretford-victoria,organic people_also_ask related_searches knowledge_graph google_reviews images
timperley & district jfl,140,6,6.57,,0,informational,https://www.juniorgrassrootshub.com/leagues/timperley-and-district-junior-football-league,organic ai_overview related_searches images
timperley and district jfl,140,5,6.57,,0,navigational,https://www.juniorgrassrootshub.com/leagues/timperley-and-district-junior-football-league,organic related_searches
trimley red devils fc,140,5,6.57,,0.05000000074505806,informational,https://www.juniorgrassrootshub.com/clubs/trimley-red-devils-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
barnsley junior football league,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/barnsley-and-district-junior-league,organic people_also_ask related_searches
bolton bury jfl,140,6,4.73,,0,navigational,https://www.juniorgrassrootshub.com/leagues/bolton-bury-and-district-league,organic people_also_ask related_searches
burton junior league,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/burton-junior-football-league,organic related_searches
burton league,140,7,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/burton-junior-football-league,organic ai_overview people_also_ask related_searches
bury and bolton jfl,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/bolton-bury-and-district-league,organic related_searches
bury bolton jfl,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/bolton-bury-and-district-league,organic related_searches
charlie miller football academy,140,9,4.73,0.8100000023841858,0.029999999329447746,navigational,https://www.juniorgrassrootshub.com/clubs/charlie-miller-football-academy,organic ai_overview images people_also_ask related_searches
dalton dynamoes,140,6,4.73,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/dalton-dynamoes,organic images people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
durrington fc,140,7,4.73,,0,navigational,https://www.juniorgrassrootshub.com/clubs/durrington-fc,organic ai_overview related_searches images
echo youth league,140,7,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic people_also_ask related_searches images
ewyas harold football club,140,6,4.73,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/ewyas-harold,organic images people_also_ask related_searches knowledge_graph google_reviews
fishguard sports afc,140,6,4.73,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/fishguard-sports-afc,organic related_searches images
foxton fc,140,7,4.73,,0,informational,https://www.juniorgrassrootshub.com/clubs/foxton-fc,organic product_considerations related_searches knowledge_graph images
foxton football club,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/clubs/foxton-fc,organic related_searches images
graig villa dino fc,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/clubs/graig-villa-dino-fc,organic related_searches images
grange park rangers,140,6,4.73,0.1599999964237213,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/clubs/grange-park-rangers,organic related_searches knowledge_graph google_reviews images
halewood junior football league,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/merseyside-and-halewood-jfl,organic related_searches
market warsop fc,140,7,4.73,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/tournaments/market-warsop-football-tournament-june-28-2026,organic video related_searches images
north bury,140,7,4.73,,0,navigational,https://www.juniorgrassrootshub.com/leagues/north-bury-junior-football-league,map organic people_also_ask images related_searches
north staffs junior league,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-staffs-junior-youth-league,organic related_searches
north staffs junior youth league fixtures,140,7,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-staffs-junior-youth-league,organic ai_overview related_searches
norton lindsey football club,140,6,4.73,,0,navigational,https://www.juniorgrassrootshub.com/clubs/norton-lindsey,organic video related_searches google_reviews knowledge_graph images
riverview fc,140,6,4.73,,0,navigational,https://www.juniorgrassrootshub.com/clubs/riverview,organic related_searches images
shankill united,140,7,4.73,,0,navigational,https://www.juniorgrassrootshub.com/clubs/shankill-united,organic people_also_ask related_searches images
st clears afc,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/clubs/st-clears-afc,organic images related_searches
weetabix football league,140,6,4.73,,0,informational,https://www.juniorgrassrootshub.com/leagues/weetabix-youth-football-league,organic related_searches
balanced fc,140,7,3.58,54.38999938964844,0,commercial,https://www.juniorgrassrootshub.com/coaches/balanced-fc,organic related_searches images
bolton and bury jfl,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/bolton-bury-and-district-league,organic related_searches images
chiltern league football,140,8,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-youth-football-league,organic people_also_ask related_searches
craven aire and wharfe junior league,140,7,3.58,,0,navigational,https://www.juniorgrassrootshub.com/leagues/craven-aire-and-wharfe-junior-league,organic related_searches
crowborough and district football league,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/crowborough-and-district-junior-football-league,organic people_also_ask related_searches
crowhurst football club,140,7,3.58,,0,navigational,https://www.juniorgrassrootshub.com/clubs/crowhurst,organic people_also_ask related_searches knowledge_graph google_reviews images
halewood league,140,8,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/merseyside-and-halewood-jfl,organic ai_overview people_also_ask related_searches
leicester and district sunday youth league,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicester-and-district-sunday-juniors-league,organic related_searches
london fits,140,7,3.58,2.5399999618530273,0.17000000178813934,navigational,https://www.juniorgrassrootshub.com/clubs/london-fits,organic people_also_ask related_searches knowledge_graph google_reviews images
market rasen town football club,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/clubs/market-rasen-town-fc,organic related_searches knowledge_graph google_reviews third_party_reviews
martham fc,140,8,3.58,,0,informational,https://www.juniorgrassrootshub.com/clubs/martham-f-c,organic ai_overview related_searches images
melton foxes junior football club,140,7,3.58,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/melton-foxes-fc,organic related_searches knowledge_graph google_reviews third_party_reviews images
merseyside youth league,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/merseyside-youth-football-league,organic related_searches images
mid solent,140,8,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-solent-youth-football-league,organic ai_overview related_searches
middleton rangers fc,140,7,3.58,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/middleton-rangers,organic related_searches knowledge_graph google_reviews third_party_reviews
north liverpool jfl,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/north-liverpool-junior-football-league,organic people_also_ask related_searches
norton lindsey fc,140,7,3.58,,0,navigational,https://www.juniorgrassrootshub.com/clubs/norton-lindsey,organic related_searches google_reviews knowledge_graph images
pinner united fc,140,7,3.58,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/pinner-united-fc,organic people_also_ask related_searches knowledge_graph google_reviews images
pro football academy liverpool,140,9,3.58,,0.019999999552965164,navigational,https://www.juniorgrassrootshub.com/coaches/pro-football-academy-liverpool,ai_overview organic people_also_ask related_searches knowledge_graph google_reviews images
shobdon fc,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/clubs/shobdon-colts,organic people_also_ask knowledge_graph google_reviews images
stanway villa youth football club,140,7,3.58,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/stanway-villa-youth,organic related_searches knowledge_graph google_reviews images
stoke gifford football club,140,10,3.58,,0,informational,https://www.juniorgrassrootshub.com/clubs/stoke-gifford-sgs-united,local_pack twitter organic related_searches images
tintwistle fc,140,8,3.58,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/tintwistle-athletic,organic ai_overview related_searches images
tintwistle football club,140,9,3.58,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/tintwistle-athletic,organic twitter related_searches knowledge_graph google_reviews images
tyro youth league,140,7,3.58,,0,informational,https://www.juniorgrassrootshub.com/leagues/southampton-and-district-tyro-football-league,organic related_searches
upton united,140,7,3.58,,0,navigational,https://www.juniorgrassrootshub.com/clubs/upton-united-community-sports-club,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
wandsworth lions,140,12,3.58,,0,informational,https://www.juniorgrassrootshub.com/clubs/wandsworth-lions-fc,organic local_pack video related_searches images
worplesdon rangers,140,7,3.58,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/worplesdon-rangers-fc,organic related_searches knowledge_graph google_reviews images
belmont wanderers,140,11,2.76,,0,informational,https://www.juniorgrassrootshub.com/clubs/belmont-wanderers,organic people_also_ask short_videos related_searches knowledge_graph google_reviews third_party_reviews images
berks elite fc,140,10,2.76,1.2699999809265137,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/berks-elite-fc,organic people_also_ask related_searches images
birmingham & district football league,140,8,2.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/birmingham-and-district-football-league,organic related_searches
chiltern youth league sunday,140,8,2.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/chiltern-youth-football-league,organic related_searches
dungoyne fc,140,8,2.76,,0,informational,https://www.juniorgrassrootshub.com/clubs/dungoyne,organic images people_also_ask knowledge_graph google_reviews third_party_reviews
durrington football club,140,8,2.76,,0,navigational,https://www.juniorgrassrootshub.com/clubs/durrington-fc,organic people_also_ask images related_searches
football teams in dorset,140,10,2.76,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-dorset,organic ai_overview people_also_ask related_searches images
galmpton fc,140,9,2.76,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/galmpton-united,organic ai_overview related_searches images
howden clough football club,140,9,2.76,,0,informational,https://www.juniorgrassrootshub.com/clubs/howden-clough-jfc,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews images
leeds city juniors,140,10,2.76,,0,informational,https://www.juniorgrassrootshub.com/clubs/leeds-city-juniors,organic people_also_ask related_searches knowledge_graph google_reviews images
leicester & district sunday juniors league,140,8,2.76,,0,informational,https://www.juniorgrassrootshub.com/leagues/leicester-and-district-sunday-juniors-league,organic related_searches
leverington football club,140,8,2.76,,0,informational,https://www.juniorgrassrootshub.com/clubs/leverington-sports,organic related_searches knowledge_graph google_reviews third_party_reviews images
cat 1 football academies,110,2,33.44,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
cat 3 football academies,110,2,33.44,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 football academies,110,2,33.44,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask images related_searches
category 3 football academy,110,2,33.44,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/academies/category-3,ai_overview organic people_also_ask related_searches
cat 1 football academy,110,4,17.82,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic people_also_ask images related_searches
woodspring junior football league,110,2,17.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/woodspring-junior-league,organic related_searches knowledge_graph google_reviews
cat 1 academy list,110,4,10.70,,0,informational,https://www.juniorgrassrootshub.com/academies/category-1,ai_overview organic images related_searches
fleet spurs tournament 2026,110,4,7.25,,0,informational,https://www.juniorgrassrootshub.com/tournaments/fleet-spurs-pre-season-tournament-2026-aug-22nd-and-23rd-2026-08-22,organic related_searches
multi ballers fc,110,5,7.25,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/clubs/multi-ballers-fc,ai_overview organic video images people_also_ask related_searches
paisley youth league,110,4,7.25,,0,informational,https://www.juniorgrassrootshub.com/leagues/paisley-johnstone-and-district-youth-football-league,organic related_searches
queen edith fc,110,7,7.25,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/queen-edith-fc,organic local_pack people_also_ask related_searches images
shankill juniors,110,6,7.25,,0,informational,https://www.juniorgrassrootshub.com/clubs/shankill-juniors-fc,organic ai_overview people_also_ask video related_searches images
vision trophies,110,4,7.25,2.8899998664855957,1,transactional,https://www.juniorgrassrootshub.com/partners/vision-trophies,organic people_also_ask related_searches knowledge_graph google_reviews third_party_reviews
ambassador evesham,110,5,5.16,,0,informational,https://www.juniorgrassrootshub.com/leagues/ambassador-evesham-football-league,organic related_searches knowledge_graph google_reviews images
blakelaw football club,110,5,5.16,,0,informational,https://www.juniorgrassrootshub.com/clubs/blakelaw-football-club,organic related_searches knowledge_graph google_reviews images
cambridge celts fc,110,5,5.16,0.03999999910593033,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/cambridge-celts,organic related_searches google_reviews knowledge_graph
camden youth league,110,5,5.16,,0,navigational,https://www.juniorgrassrootshub.com/leagues/camden-youth-league,organic related_searches images
central lancs football league,110,5,5.16,,0,informational,https://www.juniorgrassrootshub.com/leagues/central-lancashire-junior-football-league,organic people_also_ask related_searches images
heolgerrig red lion football club,110,5,5.16,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-merthyr-tydfil,organic people_also_ask related_searches knowledge_graph google_reviews images
kidderminster athletic fc,110,6,5.16,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/clubs/kidderminster-athletic,organic ai_overview related_searches images
kingston colts football club,110,5,5.16,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/kingston-colts,organic related_searches knowledge_graph google_reviews third_party_reviews
london county saturday youth league,110,5,5.16,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/leagues/london-county-saturday-youth-football-league,organic related_searches
mid lancs junior football league,110,5,5.16,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-lancashire-colts-junior-football-league,organic related_searches google_reviews knowledge_graph
ness academy,110,5,5.16,,0,navigational,https://www.juniorgrassrootshub.com/coaches/ness-academy,organic related_searches images
tn33 0uf,110,5,5.16,,0.05000000074505806,informational,https://www.juniorgrassrootshub.com/tournaments/sedlescombe-rangers-fc-tournament-2026-2026-07-11,organic related_searches knowledge_graph
twyford comets,110,5,5.16,,0,informational,https://www.juniorgrassrootshub.com/clubs/twyford-comets-fc,organic related_searches images
aberffraw fc,110,6,3.72,,0,navigational,https://www.juniorgrassrootshub.com/clubs/cpd-aberffraw,organic related_searches knowledge_graph google_reviews images
adlington junior football club,110,8,3.72,,0.019999999552965164,informational,https://www.juniorgrassrootshub.com/tournaments/adlington-summer-weekender-tournament-2026,organic local_pack images related_searches
avon athletic,110,6,3.72,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/avon-athletic-jfc-junior-football-tournament-2026,organic images people_also_ask related_searches google_reviews knowledge_graph
chesterfield junior blues,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/clubs/chesterfield-junior-blues,organic related_searches knowledge_graph google_reviews
echo league u15,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/leagues/echo-junior-league,organic related_searches
football clubs in buckinghamshire,110,10,3.72,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-buckinghamshire,organic local_pack people_also_ask related_searches images
football clubs in derbyshire,110,12,3.72,,0,informational,https://www.juniorgrassrootshub.com/guides/finding-a-football-club-in-derbyshire,ai_overview organic find_results_on local_pack people_also_ask related_searches images
km united,110,6,3.72,,0.009999999776482582,navigational,https://www.juniorgrassrootshub.com/clubs/km-united,organic related_searches knowledge_graph images
maidstone district youth league,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/leagues/maidstone-youth-football-league,organic related_searches
mid wilts league,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/leagues/mid-wilts-youth-football-league,organic related_searches
monkton swifts,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/clubs/monkton-swifts,organic images related_searches knowledge_graph google_reviews
pinfold pumas,110,7,3.72,,0,transactional,https://www.juniorgrassrootshub.com/clubs/pinfold-pumas-jfc,organic discussions_and_forums people_also_ask knowledge_graph google_reviews third_party_reviews images
sci football,110,6,3.72,0.5799999833106995,0.07999999821186066,informational,https://www.juniorgrassrootshub.com/partners/sci-football-festivals,organic related_searches google_reviews knowledge_graph images
southport trinity fc,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/clubs/southport-trinity,organic related_searches knowledge_graph google_reviews
southport trinity football club,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/clubs/southport-trinity,organic related_searches knowledge_graph google_reviews
tyro league u13,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/leagues/southampton-and-district-tyro-football-league,organic related_searches
writtle minors,110,6,3.72,,0,informational,https://www.juniorgrassrootshub.com/clubs/writtle-minors-y,organic related_searches knowledge_graph google_reviews third_party_reviews images
bm youth,110,9,2.82,,0,informational,https://www.juniorgrassrootshub.com/coaches/bm-youth,organic ai_overview related_searches images
central lancashire league,110,7,2.82,,0,informational,https://www.juniorgrassrootshub.com/leagues/central-lancashire-junior-football-league,organic related_searches
crofton juniors afc,110,7,2.82,,0,navigational,https://www.juniorgrassrootshub.com/tournaments/crofton-juniors-pre-season-tournament-august-31-2026,organic people_also_ask related_searches knowledge_graph google_reviews images
dental distinction,110,8,2.82,,0.009999999776482582,informational,https://www.juniorgrassrootshub.com/supporters/dental-distinction,organic people_also_ask related_searches knowledge_graph google_reviews images
